,company,jcid,jkid,job_age,job_desc,job_loc,job_no,job_title,query_date,query_time
0,Walmart,822bc5d9a49270ea,6da822b98b6fd6b1,Today,"Fluency in SQL, as well as an understanding of statistical analysis, and common pitfalls of data analysis....","San Bruno, CA 94066",1,Product Analytics Manager,2018-11-03,13:35:21
1,Walmart,822bc5d9a49270ea,935f346af0066786,Today,"Fluency in SQL, as well as an understanding of statistical analysis, and common pitfalls of data analysis....","San Bruno, CA 94066",2,"Senior Analyst, Product Analytics",2018-11-03,13:35:21
2,Walmart,822bc5d9a49270ea,90bfefd590ab7371,Today,"Working knowledge of SQL and query building. Develops reporting tools, resources, and processes to support business decisions....","Bentonville, AR 72712",3,Business Analyst - eCommerce Talent,2018-11-03,13:35:21
3,Walmart,822bc5d9a49270ea,5feff8342a8ec016,Today,"MS-Excel, MS-PowerPoint, SQL and database mining knowledge. The Vendor Compliance Associate analyst reports to the Associate Operations Manager – Vendor...","San Bruno, CA 94066",4,Vendor Compliance Associate Analyst,2018-11-03,13:35:21
4,Walmart,822bc5d9a49270ea,11803a253b28542a,Today,"4 years experience with SQL and relational databases (for example, DB2, Oracle, SQL Server). Demonstrates up-to-date expertise and applies this to the...","San Bruno, CA 94066",5,DATA SCIENTIST,2018-11-03,13:35:21
5,Walmart,822bc5d9a49270ea,d085baa5413c426c,Today,"Experience with RDBMS, SQL, ORM and NoSQL. The @WalmartLabs Markets team delivers the product roadmap and engineering capabilities across every device for our...","Sunnyvale, CA",6,Staff Software Engineer,2018-11-03,13:35:21
6,Walmart,822bc5d9a49270ea,f4307e0745afb5d9,1 day ago,"2 years experience writing SQL queries in a database platform (for example, Oracle, DB2, SQL Server). Conducts analysis and design for end users....","Reston, VA",7,Software Engineer 3,2018-11-03,13:35:21
7,Walmart,822bc5d9a49270ea,50847c5875cb268c,2 days ago,"Experience working with Alteryx, Tableau, and SQL. Collaborates with own team to research answers to partner questions and issues;...","Bentonville, AR 72712",8,eCommerce Business Specialist,2018-11-03,13:35:21
8,Walmart,822bc5d9a49270ea,f0e2b214914690b4,2 days ago,"Writing sql to pull the data. 4 years of experience with advanced SQL and in report/process automation leveraging VBA, R, and/or Alteryx....","Bentonville, AR 72712",9,People Analytics Manager,2018-11-03,13:35:21
9,Walmart,822bc5d9a49270ea,46bacc02f6775a14,3 days ago,"Demonstrated knowledge of SQL. Experience with Linux systems, scripting, and ETL. We are seeking an Advanced Specialist, Retail Analytics professional in our...","San Bruno, CA 94066",10,"Advanced Specialist, Retails Analytics",2018-11-03,13:35:21
10,ExxonMobil,1ddb91d85c72e885,0bc913a5b05f01af,Today,"Knowledge of Business Intelligence systems (BW, HANA, BOBI, Tableau, MSBI, BODS, BO IS, LSMW, Power Center, ABAP and SQL)....","Houston, TX 77046 (Montrose area)",1,Business Intelligence Analyst,2018-11-03,13:35:22
11,ExxonMobil,1ddb91d85c72e885,aa0e47857ea36d4a,4 days ago,Tieto’s Energy Components (EC) application is used throughout the ExxonMobil Upstream business to support Volumetric Allocation and Entitlements workflows....,"Houston, TX 77046 (Montrose area)",2,Energy Components Analyst,2018-11-03,13:35:22
12,ExxonMobil,1ddb91d85c72e885,40a226b5018304de,10 days ago,"Accounting, Database, SQL, Finance, Technology. Perform complex ad-hoc data extracts using MS SQL. Proficient with MS SQL database query optimization, in-depth...","Houston, TX 77046 (Montrose area)",3,XTO IT Production Accounting Analyst,2018-11-03,13:35:22
13,ExxonMobil,1ddb91d85c72e885,3e9e06379559febd,10 days ago,"Proficient with SQL Server and Oracle. Business Analyst, Database, Oracle, SQL, Finance, Technology. Provide technical support, data management, end-user...","Houston, TX 77046 (Montrose area)",4,XTO IT Business Analyst,2018-11-03,13:35:22
14,ExxonMobil,1ddb91d85c72e885,b2d29fb026beb382,7 days ago,"• Expert in at least one major programming language (C/C++, C#, Java, Python, etc.). ExxonMobil is looking for a mathematical optimization scientist with...","Houston, TX 77046 (Montrose area)",5,Mathematical Optimization Research Scientist,2018-11-03,13:35:22
15,ExxonMobil,1ddb91d85c72e885,4720583a22ff3e47,7 days ago,"Experience in Python, MATLAB, or R is required. Research Data Scientist....","Houston, TX 77046 (Montrose area)",6,Research Data Scientist,2018-11-03,13:35:22
16,ExxonMobil,1ddb91d85c72e885,1475e37137063f5b,12 days ago,"Python, C#, VB.NET, JavaScript, Angular, HTML5, CSS3, AJAX, ASP.NET, REST APIs, Web Services, MVC 4.5, WPF, WebForms, Bootstrap....","Houston, TX 77046 (Montrose area)",7,System Architect,2018-11-03,13:35:22
17,ExxonMobil,1ddb91d85c72e885,0467e505226ebe95,24 days ago,"Python, C#, VB.NET, JavaScript, Angular, HTML5, CSS3, AJAX, ASP.NET, REST APIs, Web Services, MVC 4.5, WPF, WebForms, Bootstrap....","Houston, TX 77046 (Montrose area)",8,Modeling & Optimization Software Engineer / Full Stack Devel...,2018-11-03,13:35:22
18,ExxonMobil,1ddb91d85c72e885,2a52d2c7cef18001,28 days ago,"Support process control applications including, advanced controls (DMC, RTO) data historian (PHD and PI), Alarm Management (ACM), OPC, MS SQL Server, Symantec...","Beaumont, TX",9,Systems Engineer (Beaumont Area Engineering Services),2018-11-03,13:35:22
19,ExxonMobil,1ddb91d85c72e885,0046d3b5e9fa7c67,30+ days ago,"Using SQL/No SQL databases is an advantage. Experience in Python, Scala, Java, C, C++ or R is required....","Houston, TX 77046 (Montrose area)",10,Students Seeking Data Scientist Internship Opportunities,2018-11-03,13:35:22
20,"Shaw Industries Group, Inc.",5f10360ad4f816e3,29d770cd57646938,7 days ago,"Knowledge of QlikView, SQL, SPLUNK, R, Tableau, or Python. Source and organize data from various sources utilizing SQL, Nifi, Web Services, etc....","Dalton, GA 30721",1,Data Analyst,2018-11-03,13:35:23
21,"Shaw Industries Group, Inc.",5f10360ad4f816e3,77f4234c9844bb57,30+ days ago,"C#, JavaScript, jQuery, HTML, CSS, SQL. Possess in-depth knowledge of .NET MVC websites, Autofac, Bootstrap, Microsoft SQL Server, Entity Framework. Sr....","Dalton, GA 30721",2,Sr. Systems Developer,2018-11-03,13:35:23
22,"Shaw Industries Group, Inc.",5f10360ad4f816e3,96ad52bff616fcba,30+ days ago,"Job Title Sr. IT Security Analyst Position Overview Position Overview: We are looking for innovative people to challenge current thinking, explore...","Dalton, GA 30721",3,Sr. IT Security Analyst,2018-11-03,13:35:23
23,"Shaw Industries Group, Inc.",5f10360ad4f816e3,c4731c1d4e39ddbc,30+ days ago,"Job Title Sr. Software Engineer Position Overview The CIM Group’s mission is to discover, evolve, and implement technology solutions to empower our business...","Dalton, GA 30721",4,Sr. Software Engineer,2018-11-03,13:35:23
24,"Shaw Industries Group, Inc.",5f10360ad4f816e3,278bb1adf01fa5f8,30+ days ago,ANSI SQL SAS Eztrieve. JAVA Script SQL CSS AJAX. DB2 Sybase SQL Server Teradata Oracle. Supply Chain Optimization Systems Developer....,"Dalton, GA 30720",5,Supply Chain Optimization Systems Developer,2018-11-03,13:35:23
25,"Shaw Industries Group, Inc.",5f10360ad4f816e3,cfb16df4badc6584,30+ days ago,"Professional level knowledge of relational databases, specifically Microsoft SQL Server. Experience with Google App Engine & DataStore, Python, or Eclipse IDE a...","Dalton, GA 30721",6,Enterprise Systems Developer,2018-11-03,13:35:23
26,Apple,c1099851e9794854,40361060901a0c93,Just posted,"Working knowledge of SQL, Spark, or Hive preferred. Programming skills in Scala, Java, Python, or similar language. Jul 6, 2018....","Santa Clara Valley, CA",1,"Machine Learning Internship - Fraud Engineering, Algorithms,...",2018-11-03,13:35:24
27,Apple,c1099851e9794854,abe5da3a2d17e03a,Just posted,"Knowledge of tableau or any scripting language such as R, Python is a plus. Sep 20, 2018....","Santa Clara Valley, CA",2,WW Retail Fulfilment Operation Planner,2018-11-03,13:35:24
28,Apple,c1099851e9794854,df99931d3cc6e4f1,Just posted,"Experience with scripting languages such as Python and shell scripting. Oct 22, 2018....","Santa Clara Valley, CA",3,Mac Systems Test Engineer,2018-11-03,13:35:24
29,Apple,c1099851e9794854,b3b3b9415fce8700,Just posted,"Python or Java experience a plus We're looking for a talented and passionate person to join this amazing team, if you feel this is you, we'd love to hear from...","Santa Clara Valley, CA",4,Engineering Program Manager - Internet Services Organization...,2018-11-03,13:35:24
30,Apple,c1099851e9794854,9ab05f1b37ea38ae,Today,"Summary Posted: Nov 2, 2018 Weekly Hours: 40 Role Number: 200007632 We live in a mobile and device driven world where knowledge of the physical world around...","Santa Clara Valley, CA",5,Camera Systems Engineer,2018-11-03,13:35:24
31,Apple,c1099851e9794854,7cee1fb0aa52860a,Today,"Summary Posted: Nov 2, 2018 Weekly Hours: 40 Role Number: 200006577 Imagine what you could do here. At Apple, great ideas have a way of becoming great products...","Santa Clara Valley, CA",6,Product Safety Engineer - Laser,2018-11-03,13:35:24
32,Apple,c1099851e9794854,9802c5ed725f61cf,Today,"Summary Posted: Nov 2, 2018 Weekly Hours: 40 Role Number: 200006994 The Sensors System Quality team is looking for a highly motivated and creative QA and...","Santa Clara Valley, CA",7,Software QA Engineer,2018-11-03,13:35:24
33,Apple,c1099851e9794854,3f1523ae25ea6436,Today,"Experience with Matlab or Python and/or C/C++ for algorithm development, modeling, and simulation. Nov 2, 2018....","Santa Clara Valley, CA",8,PHY Systems & Algorithm Engineer,2018-11-03,13:35:24
34,Apple,c1099851e9794854,7b73c3f08c5f754f,Today,"Summary Posted: Nov 2, 2018 Weekly Hours: 40 Role Number: 200001315 In this technical role, you will be at the center of a silicon design group responsible...","Santa Clara Valley, CA",9,Software System Engineer (Algorithm),2018-11-03,13:35:24
35,Apple,c1099851e9794854,00f7cbc941a062db,Today,"Summary Posted: Nov 2, 2018 Role Number: 200003123 Imagine what you could do here. At Apple, new ideas have a way of becoming excellent products, services,...","Santa Clara Valley, CA",10,iCloud - Solutions Engineer -Software Engineering,2018-11-03,13:35:24
36,UnitedHealth Group,d3d3520998346837,b024beaa30dd9c3c,Today,"5+ years of experience using SQL to extract data. 5+ years of statistical modeling experience in applications such as SAS Enterprise Miner, SPSS, R or Python....","Eden Prairie, MN 55344",1,Senior Data Scientist,2018-11-03,13:35:25
37,UnitedHealth Group,d3d3520998346837,4398f971080e41c9,Today,Analyze source and target data models and create ETL mapping documentation. Basic SQL skills (ability to use various joins and write multiple nested queries)...,"Santa Ana, CA 92725",2,Data Engineer,2018-11-03,13:35:25
38,UnitedHealth Group,d3d3520998346837,48ce6aff4d0fadf9,Today,Experience with SQL database systems. Work with stakeholders to analyze research and operational needs to capture data requirements and priorities....,"Minnetonka, MN 55345",3,Associate Data Engineer,2018-11-03,13:35:25
39,UnitedHealth Group,d3d3520998346837,54cc64a8902500ff,Today,"SQL and / or Access skills. If you want to achieve more in your mission of health care, you have to be really smart about the business of health care....","Irving, TX",4,Accounting Supervisor,2018-11-03,13:35:25
40,UnitedHealth Group,d3d3520998346837,74432ab9e03f5f11,Today,Proficiency creating and/or manipulating VBA macros and SQL queries. You're unique and so are we....,"Horsham, PA 19044",5,Associate Actuary Analyst – ALDP,2018-11-03,13:35:25
41,UnitedHealth Group,d3d3520998346837,51bc19b92742a5ba,Today,"10+ years of technical experience in SQL, VB, Access, and data reporting. If you want to achieve more in your mission of health care, you have to be really...","Eden Prairie, MN 55344",6,Associate Director - Operational Enablement,2018-11-03,13:35:25
42,UnitedHealth Group,d3d3520998346837,c461eb067ae11c07,Today,"2+ years of experience working with RDBMS database, preferably MS SQL or DB2. No industry is moving faster than health care....","Eden Prairie, MN 55344",7,Software Engineer - OCIO,2018-11-03,13:35:25
43,UnitedHealth Group,d3d3520998346837,f2fc1b809b93193f,Today,"The ideal candidate for this Senior Software Engineer role will be an enthusiastic problem-solver who is comfortable taking the lead, making business...","Minnetonka, MN 55345",8,Senior Software Engineer,2018-11-03,13:35:25
44,UnitedHealth Group,d3d3520998346837,23d2f76a948f0041,Today,"Experience working with modern versions of SQL Server (2008, 2012 and or 2014). Combine two of the fastest-growing fields on the planet with a culture of...",Minnesota,9,"Senior Software Engineer, Salesforce",2018-11-03,13:35:25
45,UnitedHealth Group,d3d3520998346837,70c734a69d665eec,1 day ago,"SQL. Advisory Board Survey Solutions (ABSS) is a full-service survey team which provides survey design, analysis, and results delivery....","Washington, DC 20022 (Brentwood area)",10,Research Survey Analyst,2018-11-03,13:35:25
46,McKesson,a7c5036618407010,594732b6d7a71544,Today,SQL is highly preferred. McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of healthcare....,"Olive Branch, MS 38654",1,Business Process Consultant,2018-11-03,13:35:26
47,McKesson,a7c5036618407010,22cd1d34d2148cb5,1 day ago,Familiarity with SQL. McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of healthcare....,"Malvern, PA",2,"Quality Assurance Specialist - Test Automation, Build and De...",2018-11-03,13:35:26
48,McKesson,a7c5036618407010,0a7073871cafcd96,2 days ago,"Analytics experience using Python, R, SAS, etc. Act as subject matter expert in the topics of data warehousing, data management, data quality and ETL...","The Woodlands, TX",3,Programming Analyst,2018-11-03,13:35:26
49,McKesson,a7c5036618407010,8c6545e18b9d29e1,2 days ago,Relational and Non-Relational Database Administration as well as database languages such as SQL. McKesson is in the business of better health and we touch the...,"Scottsdale, AZ 85262",4,Database Security Engineer,2018-11-03,13:35:26
50,McKesson,a7c5036618407010,091358f10d129613,2 days ago,"6+ years’ experience using SQL, PL/SQL development skills. McKesson is in the business of better health and we touch the lives of patients in virtually every...","Irving, TX",5,Senior SAP Hybris Architect,2018-11-03,13:35:26
51,McKesson,a7c5036618407010,097274a1403bf1ac,3 days ago,Thorough knowledge of company functions & the effects of data changes on those departments -Advanced knowledge/proficiency in research & communication skills &...,"Scottsdale, AZ 85262",6,Data Management Analyst (McKesson Specialty Health),2018-11-03,13:35:26
52,McKesson,a7c5036618407010,a8baf9a8da60bfef,3 days ago,"McKesson, a Fortune-5 multinational company, is in the business of delivering better health as we touch the lives of healthcare providers and patients in...","Scottsdale, AZ 85262",7,"SVP, Chief Enterprise Architect",2018-11-03,13:35:26
53,McKesson,a7c5036618407010,bdb1a66c33f70968,3 days ago,5-7 experience with authoring SQL queries. McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of...,"San Francisco, CA 94104 (Financial District area)",8,"Senior Director Quality, Technology Solutions",2018-11-03,13:35:26
54,McKesson,a7c5036618407010,d6a84006bd608dda,3 days ago,"MS SQL Server, Netezza, Oracle). Statistical modeling through at least one of these languages SAS, Python, or R....","Irving, TX",9,"Senior Manager, Advanced Analytics",2018-11-03,13:35:26
55,McKesson,a7c5036618407010,a028a2529476e66b,4 days ago,Basic SQL skills. McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of healthcare....,"Irving, TX",10,Financial Analyst - Gx Supplier Relations,2018-11-03,13:35:26
56,CVS Health,1419e52fd7c725ce,02ab21aa392d3620,Just posted,Experience with SQL or other data-mining tools. The Logistics Analyst is a member of the of the Last Mile Delivery team within the Supply Chain organization....,"Woonsocket, RI",1,Logistics Analyst,2018-11-03,13:35:27
57,CVS Health,1419e52fd7c725ce,dea19dc1107c0cdd,Just posted,Create SQL queries for Third Party plan setting analysis. The Technology Solutions Manager is responsible for managing the implementation process for...,"Woonsocket, RI",2,"Senior Consultant, Payor Relations",2018-11-03,13:35:27
58,CVS Health,1419e52fd7c725ce,d5517ee74ae3bef8,Just posted,"Utilize Data Analysis, SQL, and Performance Tuning. Work in Teradata systems and use utilities such as MultiLoad, FastLoad, FastExport, BTEQ, TPump, Teradata...","Scottsdale, AZ",3,Advisor Application Develop - Bigdata,2018-11-03,13:35:27
59,CVS Health,1419e52fd7c725ce,b24a6e875f82fc64,Just posted,"In this exciting role, you will utilize Core Java, Hibernate, Springs, Multithreading concepts, REST API & SQL and on Android Mobile technologies like Android...","Scottsdale, AZ",4,Android Application Development Advisor,2018-11-03,13:35:27
60,CVS Health,1419e52fd7c725ce,b5e1fa000f033266,Just posted,"Prior work with Databases, SQL, and Tableau is preferred but not required. CVS is seeking a new Senior Manager to join the strategy and business development...","Woonsocket, RI",5,"Senior Manager, Business Strategy",2018-11-03,13:35:27
61,CVS Health,1419e52fd7c725ce,3d8a4e20a4e6199f,Just posted,"DB2, Oracle, SQL Server.). The IT Production Support / Technical Lead, Senior Analyst is responsible for, but not limited to:....","Buffalo Grove, IL",6,"IT Production Support / Technical Lead, Senior Analyst",2018-11-03,13:35:27
62,CVS Health,1419e52fd7c725ce,cac76df45b24f9ac,Just posted,"SQL. Teradata, SQL Server, Oracle to Hadoop, predictive analytics and machine learning. Provide architecture and solutioning help in large scale distributed...","Richardson, TX",7,Sr. Advisor: Data Warehouse/ODS Delivery (Project Owner/Lead...,2018-11-03,13:35:27
63,CVS Health,1419e52fd7c725ce,429cd7fd6d932154,1 day ago,"SQL database experience. As the Consultant, Data and Analytics, you will assist the Health Systems Alliances (HSA) business unit in developing and delivering...","Cumberland, RI",8,Data Analyst,2018-11-03,13:35:27
64,CVS Health,1419e52fd7c725ce,7e10a06000d7d6d0,1 day ago,Ability to query back end database using SQL commands. This position exists to ensure the delivery of quality IT products....,"Lincoln, RI",9,Sr AnalystQuality Assure,2018-11-03,13:35:27
65,CVS Health,1419e52fd7c725ce,083216a8de8d3ac6,1 day ago,"3-5 years of experience using SQL or SAS to access, extract, manipulate and summarize data. Your experience will include translating business needs into...","Irving, TX",10,Sr ConsultantAnalytics,2018-11-03,13:35:27
66,Amazon.com,fe2d21eef233e94a,ac91d880a1905565,Just posted,"Java, Python, Scala, Ruby, C#, etc. The AmazonFresh and Prime Now teams are seeking a Software Development Engineer to join our team that is focused on building...","San Diego, CA",1,"Entry Level Software Development Engineer, AmazonFresh and P...",2018-11-03,13:35:28
67,Amazon.com,fe2d21eef233e94a,fb777594d37c12b2,Just posted,Job Description Want to work on vital projects that interact with all parts of a large and growing organization like AWS? Amazon Web Services is looking for a...,"Seattle, WA",2,Incident Management Program Manager,2018-11-03,13:35:28
68,Amazon.com,fe2d21eef233e94a,22864ca1d7ac9ff0,Just posted,"Able to write and execute SQL or Python scripts. The Alexa - Kindle Team leads the development of knowledge verticals, playing a key role in the development of...","Seattle, WA",3,Knowledge Engineer,2018-11-03,13:35:28
69,Amazon.com,fe2d21eef233e94a,06847b29d19f92a5,Just posted,"Strong programming skills in at least one object oriented programming language (Java, Scala, C++, Python, etc.)....","Seattle, WA",4,Machine Learning Engineer,2018-11-03,13:35:28
70,Amazon.com,fe2d21eef233e94a,8b719bfa308bcf19,Just posted,"Experience in JavaScript, Java, Perl, Python or Ruby. Prime Now provides Amazon Prime members unparalleled convenience and ease of mind by offering one-hour,...","San Diego, CA",5,"Software Development Engineer, AmazonFresh and Prime Now",2018-11-03,13:35:28
71,Amazon.com,fe2d21eef233e94a,a84f2a159020e672,Just posted,"3+ years of hands on experience in SQL, Excel, Linux and OLAP. 3+ years of hands on experience in SAS, R and/or Python (data extraction, manipulation,...","Seattle, WA",6,Business Intelligence Engineer - HIT,2018-11-03,13:35:28
72,Amazon.com,fe2d21eef233e94a,0d31a3687dbdd029,Just posted,"Experience developing in at least one of Java, C++, Python, C#, Ruby. AWS customers have come to rely on our track record of stellar operational performance....","Seattle, WA",7,Quality Assurance Manager-AWS Ops Training,2018-11-03,13:35:28
73,Amazon.com,fe2d21eef233e94a,2855d6a5754d0f4e,Just posted,"Proficiency in at least one modern programming language such as JavaScript, Java, C++, C, Ruby, Python, or PHP....","Palo Alto, CA",8,Front End Engineer,2018-11-03,13:35:28
74,Amazon.com,fe2d21eef233e94a,e43c62f1d95e7c68,Just posted,"Experience with programming languages such as SQL, R, Python. Are you passionate about building data-driven solutions to drive the profitability of the business...","Seattle, WA",9,Senior Data Scientist,2018-11-03,13:35:28
75,Amazon.com,fe2d21eef233e94a,a3d7fa186a039fcc,Just posted,"Deep hands-on knowledge in using advanced SQL queries, experience in writing and optimizing efficient SQL queries....","Seattle, WA",10,"Sr. Data Engineer, Advertising Measurement",2018-11-03,13:35:28
76,AT&T,25b5166547bbf543,68f166d8d1c1548b,1 day ago,Will guide MS SQL DB analysts in their activities; Requires a bachelor's degree and experience working in ASP.Net and SQL Server environment....,"Vienna, VA",1,SQL Developer (Government),2018-11-03,13:35:29
77,AT&T,25b5166547bbf543,d3f3c8d3a149241c,1 day ago,Candidate should have 3-5 years SQL experience. Candidate should have 3-5 years SQL analysis experience. Position is for a junior-mid level Microsoft Sql Server...,"Vienna, VA",2,SQL Analyst (Government),2018-11-03,13:35:29
78,AT&T,25b5166547bbf543,90ca520d9df1e63d,1 day ago,"Python, Go, Perl Scripting experience a plus. Review and analysis of security requirements, works with senior team....","Raleigh, NC",3,Principal-Technology Security,2018-11-03,13:35:29
79,AT&T,25b5166547bbf543,c7ca0eb89928a18f,1 day ago,Experience with Microsoft SQL Server databases a plus. Experience with implementing and monitoring Oracle and Microsoft SQL Server database replication....,"El Segundo, CA 90245",4,Data Manager (Government),2018-11-03,13:35:29
80,AT&T,25b5166547bbf543,433a08d83da42fe3,1 day ago,"Command Line Scripting skills (PERL, Python, PowerShell scripting) to automate analysis task. The Cybersecurity Analyst is a member of the Defensive Cyber...","Colorado Springs, CO",5,Information Systems Security Specialist Associate (Governmen...,2018-11-03,13:35:29
81,AT&T,25b5166547bbf543,8d19e89f79b1c494,1 day ago,"Desired Experience, Education, and Certifications CND experience Department of Defense experience *NIX familiarity Command Line Scripting skills (PERL, Python,...","Colorado Springs, CO",6,Senior Computer Security Systems Specialist-Lead (Government...,2018-11-03,13:35:29
82,AT&T,25b5166547bbf543,8323784b9d366fd5,4 days ago,"Mastery of Spark, Python, R as well asworking knowledge in Tensor Flow, H2O Sparkling Water and Driverless AI, AnacondaEnterprise or other Jupyter Notebooks...","Plano, TX",7,Data Scientist: Applied Machine Learning and Advertising Mod...,2018-11-03,13:35:29
83,AT&T,25b5166547bbf543,dd582ab96eff5544,4 days ago,"Proficient in Script and Query development -Shell scripting (SQL (T-SQL, PL-SQL), SQL server, etc.). Professional-Network Administrator Content Delivery (Load...","El Segundo, CA 90245",8,Senior-Network Administrator,2018-11-03,13:35:29
84,AT&T,25b5166547bbf543,e668b23ec7a86226,4 days ago,Prior Experience with ETL and catalog systems is a plus. Experience working with SQL and noSQL data stores and Hibernate or other ORM technologies....,"Plano, TX",9,Senior-Software Engineer,2018-11-03,13:35:29
85,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,5cd8d0c097660dd2,Just posted,"Python, Java, C++, Scala, etc. Extensive experience with Alteryx, Tableau, SQL Server, and other visualization tools....","Dallas, TX 75215 (South Boulevard-Park Row area)",1,HR Data Engineer,2018-11-03,13:35:30
86,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,603464dfc820fb25,9 days ago,"Microsoft SQL Server- Data Engine, Reporting Services, Integration Services, Analysis Services. Provide reporting, analytic review and support to members of the...","Syosset, NY 11791",2,Business Intelligence Analyst- Constellation,2018-11-03,13:35:30
87,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,c6707cfab6c357e5,13 days ago,"SQL experience a plus. The eCommerce manager leads a team that builds solutions through application configuration, code development, and integration of data to...","Miramar, FL",3,eCommerce (Hybris) Manager,2018-11-03,13:35:30
88,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,f81318de0c6d111b,7 days ago,"SQL experience a plus. The SAP SD/MM Configurator Manager leads the team responsible for the configuration, enhancement and support of SAP SD/MM solutions at...","Miramar, FL",4,"Manager, SAP Configurator SD-MM",2018-11-03,13:35:30
89,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,4e719eff4defab1d,7 days ago,Experience with SQL Server High Availability Groups and Disaster Recovery. Experience working with SQL Server Integration Services and Reporting Services....,"Miramar, FL",5,Senior System Database Administrator,2018-11-03,13:35:30
90,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,59857b425ea8a6ab,10 days ago,"Description POSITION SUMMARY: The Senior Manager, Enterprise Data Management (EDM) leads key MDM initiatives focused on streamlining business processes and...","Miramar, FL",6,"Sr. Manager, Enterprise Data Management Solutions",2018-11-03,13:35:30
91,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,cea9d676184720ea,15 days ago,"Proficient with analytical tools and languages supporting data analysis, reporting, and visualization - Python, SQL, R, Git Tools, Tableau, Excel, Alteryx,...","Oakland, CA",7,Data Specialist/Engineer,2018-11-03,13:35:30
92,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,050d09895c7be320,15 days ago,"SQL experience a plus. The SFDC manager leads a team that builds solutions through application configuration, code development, and integration of data to...","Miramar, FL",8,Salesforce Manager,2018-11-03,13:35:30
93,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,2940bff7b26526e8,22 days ago,SQL and Business Objects knowledge a plus. Provides high-level analytical and administrative support for the Region management team;...,"Edwardsville, KS 66113",9,"Branch Receptionist - Edwardsville, KS",2018-11-03,13:35:30
94,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,be9bdf673744c02c,21 days ago,"Extensive understanding of Business Intelligence, SQL, Business Objects and SAP. Responsible for oversight of activities and employees within the Commercial...","Baltimore, MD",10,Commercial Finance Pricing Manager-Maryland,2018-11-03,13:35:30
95,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,5cd8d0c097660dd2,Just posted,"Python, Java, C++, Scala, etc. Extensive experience with Alteryx, Tableau, SQL Server, and other visualization tools....","Dallas, TX 75215 (South Boulevard-Park Row area)",1,HR Data Engineer,2018-11-03,13:35:32
96,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,603464dfc820fb25,9 days ago,"Microsoft SQL Server- Data Engine, Reporting Services, Integration Services, Analysis Services. Provide reporting, analytic review and support to members of the...","Syosset, NY 11791",2,Business Intelligence Analyst- Constellation,2018-11-03,13:35:32
97,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,c6707cfab6c357e5,13 days ago,"SQL experience a plus. The eCommerce manager leads a team that builds solutions through application configuration, code development, and integration of data to...","Miramar, FL",3,eCommerce (Hybris) Manager,2018-11-03,13:35:32
98,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,f81318de0c6d111b,7 days ago,"SQL experience a plus. The SAP SD/MM Configurator Manager leads the team responsible for the configuration, enhancement and support of SAP SD/MM solutions at...","Miramar, FL",4,"Manager, SAP Configurator SD-MM",2018-11-03,13:35:32
99,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,4e719eff4defab1d,7 days ago,Experience with SQL Server High Availability Groups and Disaster Recovery. Experience working with SQL Server Integration Services and Reporting Services....,"Miramar, FL",5,Senior System Database Administrator,2018-11-03,13:35:32
100,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,59857b425ea8a6ab,10 days ago,"Description POSITION SUMMARY: The Senior Manager, Enterprise Data Management (EDM) leads key MDM initiatives focused on streamlining business processes and...","Miramar, FL",6,"Sr. Manager, Enterprise Data Management Solutions",2018-11-03,13:35:32
101,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,cea9d676184720ea,15 days ago,"Proficient with analytical tools and languages supporting data analysis, reporting, and visualization - Python, SQL, R, Git Tools, Tableau, Excel, Alteryx,...","Oakland, CA",7,Data Specialist/Engineer,2018-11-03,13:35:32
102,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,050d09895c7be320,15 days ago,"SQL experience a plus. The SFDC manager leads a team that builds solutions through application configuration, code development, and integration of data to...","Miramar, FL",8,Salesforce Manager,2018-11-03,13:35:32
103,Southern Glazer’s Wine and Spirits,f98c77a9df71c8d6,2940bff7b26526e8,22 days ago,SQL and Business Objects knowledge a plus. Provides high-level analytical and administrative support for the Region management team;...,"Edwardsville, KS 66113",9,"Branch Receptionist - Edwardsville, KS",2018-11-03,13:35:32
